"CRASH_ID","UNIT_NBR","PRSN_NBR","CHARGE","CITATION_NBR"
14955250,1,1,"FAIL TO YIELD ROW","214136"
14955294,1,1,"FAIL TO MAINTAIN FINANCIAL RESP MC","109851"
14955334,1,1,"FAIL TO CONTROL SPEED","LB039592"
14955336,1,1,"FAIL TO CONTROL SPEED","LB039596"
14955338,1,1,"FAIL TO CONTROL SPEED +1","LB021247"
14955340,1,1,"FAIL TO CONTROL SPEED + 1","LB021248"
14955347,1,1,"UNSAFE LANE CHANGE","LB023703"
14955353,1,1,"FAIL TO DRIVE IN SINGLE MARKED LANE","LB038471"
14955356,1,1,"DRIVING WHILE LICENSE INVALID (C)","LB023711"
14955356,2,1,"FAIL TO CONTROL SPEED","LB023710"
14955356,2,1,"NO DL","LB023710"
14955356,3,1,"DRIVING WHILE LICENSE INVALID (C)","LB023712"
14955363,1,1,"FAIL TO CONTROL SPEED","LB038461"
14955363,1,1,"NO DL","LB038461"
14955367,1,1,"FAIL TO YIELD ROW TURNING LEFT","J77180"
14955368,1,1,"FAIL TO CONTROL SPEED","EE76724"
14955368,1,1,"FTMFR1","EE76724"
14955370,2,1,"FAIL TO YIELD ROW-INTERSECTION","LB024157"
14955371,1,1,"FAIL TO CONTROL SPEED","LB024645"
14955371,3,1,"POSSESSION OF SUBSTANCE IN PENALTY GROUP 1",""
14955373,1,1,"FAIL TO CONTROL SPEED","EE0092804"
14955385,1,1,"DUTY ON STRIKING FIXTURE/HWY LANDSCAPE>=$200","16000694"
14955388,1,1,"FAIL TO CONTROL SPEED","J76090"
14955405,1,1,"RAN STOP SIGN","3223437"
14955412,1,1,"319B FTC WITH RQTS ON STRIKING FIXTURE ON HIGHWAY","3249725"
14955412,1,1,"002C FTC TO AVOID ACCIDENT WITH FIXTURE","3249726"
14955415,1,1,"DWI W/BAC OVER .15","16-0004151"
14955420,1,1,"FTYROW OPEN INTERSECTION","3233938"
14955421,1,1,"FTCS ACCIDENT VEHICLE","3232910"
14955424,1,1,"DWI 3RD","16-0004386"
14955429,1,1,"RAN STOP SIGN","3234407"
14955432,1,1,"EXPIRED REGISTRATION","3250236"
14955432,1,1,"FTC SPEED-ACCIDENT","3250236"
14955435,1,1,"FTCS","3235456"
14955489,1,1,"FAIL TO CONTROL SPEED","615972"
14955491,1,1,"FAIL TO YIELD RIGHT OF WAY STOP SIGN","619828A"
14955505,1,1,"FAIL TO YIELD RIGHT OF WAY STOP SIGN","627337"
14955506,1,1,"DRIVING WHILE INTOXICATED",""
14955511,1,1,"FAIL TO YIELD RIGHT OF WAY STOP SIGN","619827A"
14955515,1,1,"FAIL TO CONTROL SPEED","627595"
14955520,1,1,"FAIL TO YIELD RIGHT OF WAY STOP SIGN","624168"
14955521,1,1,"FAIL TO CONTROL SPEED","609859"
14955523,1,1,"FAIL TO YIELD RIGHT OF WAY TURNING LEFT","TW102425"
14955526,1,1,"DISREGARDED STOP SIGN","427548"
14955566,1,1,"UNSAFE LANE CHANGE (U-TURN)","131223"
14955573,1,1,"FAIL TO NOTIFY OWNER-STRIKING FIXTURE/LANDSCAPING",""
14955573,1,1,"(FSGI) ACCIDENT INVOLVING DAMAGE TO VEHICLE-CLASS B",""
14955582,1,1,"FAIL TO CONTROL SPEED","650388"
14955582,1,1,"EXPIRED DL","650388"
14955599,1,1,"EVADING ARREST OR DETENTION","16-6877"
14955600,1,1,"(FSGI)ACCIDENT INVOLVING DAMAGE TO VEHICLE-CLASS B","16-1035"
14955600,1,1,"DRIVING WHILE INTOXICATED","16-1035"
14955634,1,1,"UNSAFE SPEED","31553"
14955636,3,1,"FAIL TO CONTROL SPEED","30971"
14955641,1,1,"FAILURE TO STOP AND GIVE INFORMATION","16P000859"
14955665,1,1,"DRIVER INATTENTION","44903"
14955668,1,1,"DRIVING WHILE INTOXICATED",""
14955674,1,1,"FAIL TO YIELD THE RIGHT OF WAY TURNING LEFT","609049"
14955674,2,1,"NO DRIVER'S LICENSE","609984"
14955728,1,1,"521.021-NO DRIVER LICENSE","041067"
14955732,2,1,"FMFR - NO INSURANCE","052588"
14955763,1,1,"CHANGED LANE WHEN UNSAFE","033102"
14955801,1,1,"NO DRIVERS LICENSE","EE0025206"
14955801,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0025206"
14955825,1,1,"DRIVING WHILE INTOXICATED","HC1631458"
14955840,1,1,"DWLI","26377"
14955840,1,1,"WARNING FTYROW TURNING LEFT","26377"
14955840,1,1,"NO INSURANCE","26377"
14955849,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JYN0HTFI6"
14955856,1,1,"INTOXICATION ASSAULT",""
14955856,1,1,"ACCIDENT INVOLVING SBI",""
14955885,1,1,"FAIL TO YIELD ROW-TURNING LEFT","E164498"
14955887,1,1,"RECKLESS DRIVING","1601080161"
14955894,1,1,"FAIL TO CONTROL SPEED","204310"
14955894,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","204311"
14955894,1,1,"OPERATE UNREGISTERED MOTOR VEHICLE","204310"
14955907,1,1,"DRIVING WHILE INTOXICATED","1601220011"
14955937,1,1,"FAIL TO YIELD RIGHT OF WAY","0093461"
14955949,1,1,"CHANGED LANE WHEN UNSAFE","93519"
14955951,1,1,"TURN VIOLATION-TURNED RIGHT FROM WRONG LANE","0093521"
14955983,1,1,"FAIL TO CONTROL SPEED","050870"
14955989,1,1,"NEGLIGENT COLLISION","047333"
14955993,1,1,"DWI 2ND","2016-004743"
14955995,1,1,"UNSAFE SPEED","038995"
14956030,1,1,"EVADING IN MOTOR VEHICLE","C16-07405"
14956063,1,1,"DROVE WHILE LICENSE INVALID","E026078"
14956063,1,1,"NO MOTOR VEHICLE LIABILITY INSURANCE","E026078"
14956063,1,1,"DWI","CA"
14956063,1,1,"FAIL TO COMPLY WITH REQUIREMENTS ON STRIKING FIXTURE ON HWY","E026078"
14956135,1,1,"FAILURE TO CONTROL SPEED (RESULTING IN AN ACCIDENT)","S942321"
14956165,1,1,"FAIL TO CONTROL SPEED","TX4JWG0PDGH8"
14956166,1,1,"OPERATE UNREGISTERED VEHICLE","TX4JVF0MYASU"
14956166,3,1,"NO DRIVER LICENSE","TX4JVF0MASV"
14956173,1,1,"NO DRIVERS LICENSE","15-69173"
14956173,1,1,"FAIL TO CONTROL SPEED","15-69173"
14956187,1,1,"UNSAFE SPEED","TX4JY90PQOE2"
14956203,1,1,"FAILED TO CONTROL SPEED","S944328"
14956218,1,1,"FAILURE TO CONTROL SPEED","SO 00000453"
14956225,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4JWJ0UYH77"
14956225,1,1,"FAIL TO CONTROL SPEED","TX4JWJ0UYH77"
14956241,2,1,"NO DRIVER LICENSE","H0029029"
14956286,1,1,"UNSAFE SPEED (TXTRC 545.351)","TX4K170YBF9W"
14956294,1,1,"FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","TX4JYD0HFSH1"
14956380,1,1,"FAILED TO CONTROL SPEED","TX4JTH0UBIKT"
14956411,1,1,"NONE",""
14956411,1,2,"NONE",""
14956411,2,1,"NONE","NONE"
14956449,1,1,"NO DRIVER LICENSE WHEN UNLICENSED","TX4K000FZS2M"
14956449,1,1,"DRIVING WHILE INTOXICATED","TX4K000FZS2L"
14956449,1,1,"FAIL TO CONTROL SPEED","TX4K000FZS2M"
14956455,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4K6K0NCIWZ"
14956455,1,1,"DRIVING WHILE LICENSE INVALID","TX4K6K0NCIWZ"
14956456,3,1,"CHANGE LANES WHEN UNSAFE","TX4JVL0FZS21"
14956474,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0092193"
14956474,1,1,"FAIL TO CONTROL SPEED","EE0092193"
14956474,1,1,"NO DRIVERS LICENSE","EE0092193"
14956521,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JY20CAR78"
14956521,1,1,"DRIVING WHILE LICENSE INVALID","TX4JY20CAR78"
14956521,1,1,"POSSESSION OF SUBSTANCE IN PENALTY GROUP 3 < 28G","TX4JY20CAR78"
14956525,1,1,"FAILLURE TO CONTROL SPEED","TX4JSH0PIF85"
14956526,1,1,"FAILURE TO CONTROL SPEED","TX4JWI0PIF91"
14956551,1,1,"96-NONE",""
14956551,2,1,"96-NONE",""
14956554,1,1,"DRIVING WHILE INTOXICATED 3RD OFFENSE","TX4JZJ0HHGNX"
14956554,1,1,"FAILED TO CONTROL SPEED","TX4JZJ0HHGNX"
14956555,1,1,"DRIVING WHILE INTOXICATED 3RD OR MORE","TX4JXJOTCNSM"
14956558,1,1,"DRIVING WHILE INTOXICATED","TX4JZN0HHGNY"
14956563,1,1,"FAIL TO YIELD RIGHT OF WAY PRIVATE DRIVE","TX4JWM0TCNSG"
14956566,1,1,"FAILED TO YIELD RIGHT OF WAY","TX4JZK0PUB2F"
14956608,1,1,"FAIL TO MAITAIN FINANCIAL RESPONSIBILITY","AP08610 01"
14956616,1,1,"START VEH/UNSAFELY","T4174735"
14956633,1,1,"FAIL TO CONTROL SPEED","TX4JWH0SIEUR"
14956694,1,1,"DRIVING WHILE INTOXICATED","2232436"
14956750,1,1,"UNSAFE SPEED","TX4K6B0SDE1J"
14956769,1,1,"PASS INSUFFICENT CLEARANCE","TX4J70UNQAI"
14956772,1,1,"FAIL TO CONTROL SPEED","TX4J8G0YCZ30"
14956779,1,1,"DRIVING WHILE INTOXICATED","TX4JXN0UUNGL"
14956804,1,1,"FAIL TO CONTROL SPEED","291252"
14956804,2,1,"FMFR,NO DL","291253"
14956812,1,1,"FAIL TO DRIVE IN SINGLE LANE (#)(TXTRC545.060(A))","TX4JVC0YBD1U"
14956831,1,1,"DRIVING WHILE INTOXICATED  3RD","TX4JY10PMGC3"
14956838,1,1,"DISREGARD RED LIGHT","TX4JTF0UJVYQ"
14956870,1,1,"FAILED TO YIELD ONTO ONCOMING TRAFFIC","138637624"
14956925,1,1,"EXPIRED MVR","C0032822"
14956966,1,1,"NO CHARGE","NO CITATION"
14956967,1,1,"",""
14956991,2,1,"FAIL TO YIELD ROW  YIELD SIGN","TX4JX00YBZ4A"
14957018,1,1,"FAIL TO CONTROL SPEED","TX4JVD0SFL7F"
14957019,1,1,"FAIL TO CONTROL SPEED","TX4JLG0UCO70"
14957019,2,1,"DRIVING WHILE LICENSE INVALID","TX4JLG0UCO70"
14957038,1,1,"UNSAFE SPEED","TX4JW70SFL7L"
14957047,1,1,"NO DL","K050848-01"
14957047,1,1,"FMFR","K050848-02"
14957047,2,1,"DWLI - SURCHARGE DUE 6/09/2014","K0508457"
14957063,1,1,"FAIL TO GIVE INFO/RENDER AID","CHARGED"
14957063,2,1,"NO DRIVERS LICENSE","EE0016154"
14957066,1,1,"FAIL TO GIVE ONE-HALF OF ROADWAY MEETING ONCOMING VEHICLE","TX4JW80SGS3I"
14957132,1,1,"DRIVING UNDER THE INFLUENCE BY MINOR","TX4JY50SGS3Y"
14957154,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-662727"
14957164,1,1,"INTOXICATION ASSUALT","M831847"
14957188,1,1,"DRIVE WHILE LICENSE INVALID","00245531"
14957188,1,1,"RAN RED LIGHT","00245531"
14957188,1,1,"NO MOTOR VEHICLE LIABILITY INS","00245531"
14957267,1,1,"CHANGE LANE WHEN UNSAFE","TX4JSH0UOOUE"
14957273,1,1,"FAILED TO YIELD AT STOP INTERSECTION","TX4JGA0PEPLN"
14957290,2,1,"FAIL TO DRIVE SINGLE LANE","TX4JZA0UMIEY"
14957302,1,1,"CHANGE LANE WHEN UNSAFE","TX4JVD0UKHNE"
14957322,1,1,"FAILURE TO STOP AND RENDER AID","TX4K0B0MIDQU"
14957325,1,1,"FAIL TO CONTROL SPEED","TX4JQI0UXRFB"
14957325,1,1,"DRIVING WHILE INTOXICATED-OPEN CONTAINER","TX4JQI0UXRFB"
14957355,1,1,"FAIL TO CONTROL SPEED","EE0779028"
14957355,2,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0779029"
14957355,2,1,"EXPIRED DRIVERS LICENSE","EE0779029"
14957355,2,1,"EXPIRED REGISTRATION","EE0779029"
14957358,1,1,"FAIL TO CONTROL SPEED","TX4JZF0PCVDY"
14957370,1,1,"DWI   (1ST)","TX4JT50NFZZZ"
14957370,1,1,"NO DRIVER LICENSE","TX4JT50NFZ01"
14957370,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILTY","TX4JT50NFZ01"
14957387,1,1,"DWI 1ST","TX4JY60NYDFH"
14957387,1,1,"DWLI WITH PREVIOUS CONVICTION","TX4JY60NYDFH"
14957396,1,1,"NO DRIVER LICENSE","TX4JX80NHAI2"
14957396,1,1,"NO INSURANCE","TX4JX80NHAI2"
14957396,2,1,"DROVE ON WRONG SIDE ROAD-NO PASSING ZONE","TX4JXA0NHAI8"
14957396,2,1,"ACCIDENT INVOLVING DAMAGE TO VEHICLE >=$200","TX4JX90NHAI6"
14957397,1,1,"FAILED TO CONTROL  SPEED ACC","138735621"
14957464,1,1,"DRIVING WHILE INTOXICATED-2ND OFFENSE","TX4JX90YBB6L"
14957502,1,1,"UNSAFE SPEED (TXTRC 545.351)","TX4JM60ULOB2"
14957569,1,1,"DRIVING WHILE INTOXICATED","TX4JY30PGAU1"
14957569,1,1,"NO DRIVER LICENSE WHEN UNLICENSED","TX4JY30PGAU0"
14957571,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JV70PGATI"
14957658,1,1,"FAILED TO YIELD RIGHT OF WAY STOP & GO SIGNAL","138463403"
14957669,1,1,"NO DL / NO INS","137953383"
14957669,2,1,"FAIL TO YROW - STOP SIGN","137953392"
14957699,1,1,"FAILED TO CONTROL SPEED (ACCIDENT)","138569085"
14957699,1,1,"NO INSURANCE","138569085"
14957699,2,1,"NO DL","1388569076"
14957746,1,1,"FAIL TO CONTROL SPEED","TX4JZ80PMN8R"
14957848,1,1,"FAILED TO CONTROL SPEED - ACC","138616755"
14957938,1,1,"FAILURE TO MAINTAIN SINGLE LANE CHANGE","138734434"
14957940,1,1,"FTC SPEED CAUSING ACCIDENT","18-877188"
14958035,1,1,"NONE","NONE"
14958093,1,1,"FAIL TO CONTROL SPEED","138317532"
14958126,2,1,".","."
14958128,1,1,"DWI 1ST",""
14958181,1,1,"UNSAFE SPEED","TX4JP70UFPMA"
14958203,1,1,"DRIVING WHILE LICENSE INVALID","K0038003"
14958216,1,1,"DRIVING WHILE LICENSE INVALID","019461"
14958218,1,1,"DUTY UPON STRIKING FIXTURE LESS THAN $100","019460"
14958222,1,1,"FAILED TO YIELD ROW TURNING LEFT AT INTERSECTION,ALLEY,PRIVA","E33093"
14958226,1,1,"TURNED WHEN UNSAFE","CS # 48218"
14958518,1,1,"NO DRIVERS LICENSE",""
14958518,1,1,"NO INSURANCE",""
14958518,1,1,"FAIL TO CONTROL SPEED",""
14958518,1,1,"FAIL TO STOP AND RENDER AID","C216-022902"
14958535,1,1,"DUTY ON STRIKING UNATTENDED VEHICLE","C216-022902"
14958535,1,1,"NO INSURANCE","C2-303117"
14958535,1,1,"NO DRIVERS LICENSE","C2-303117"
14958535,1,1,"FAIL TO CONTROL SPEED","C2-303117"
14958561,1,1,"DRIVING IN CENTER TURN LANE","C2-304094"
14958637,1,1,"RAN RED LIGHT","KT163062"
14958673,1,1,"DRIVING WHILE INTOXICATED","TX4IZK0PCV5V"
14958707,1,1,"DRIVING WHILE INTOXICATED","1602-0441"
14958712,1,1,"DRIVING WHILE INTOXICATED - 1ST OFFENSE","TX4JY60JCDLP"
14958720,1,1,"DWI","160009475"
14958751,1,1,"RAN RED LIGHT","138689223"
14958766,1,1,"D.W.I.-2ND","TX4JR20SQNR5"
14958821,1,1,"FAIL TO CONTROL SPEED","TX4JTC0UUOPT"
14958825,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY",""
14958825,1,1,"DWLI W/ PREVIOUS CONVICTION",""
14958837,1,1,"FTMACD","15325584"
14958926,1,1,"BACK SO AS TO INTERFERE OR WITHOUT SAFETY","TX4JVIOUVV5K"
14959029,1,1,"FAIL TO YIELD RIGHT OF WAY-STOP SIGN","TX4JVI0UXRFJ"
14959107,1,1,"RAN RED LIGHT","E1246352"
14959110,1,1,"NO DRIVERS LICENSE","EH0004938"
14959110,1,1,"FAIL TO DRIVE IN SINGLE LANE","EH0004938"
14959115,1,1,"UNSAFE SPEED","TX4K7G0URFAQ"
14959117,3,1,"TURNING WHEN UNSAFE,  INCLUDING MOVING RIGHT OR LEFT","TX4K140NKJ2B"
14959139,1,1,"FAIL TO CONTROL SPEED","L129235"
14959153,1,1,"DRIVING WHILE INTOXICATED","160616PD"
14959210,1,1,"FAILED TO YIELD RIGHT OF WAY","A0035961"
14959226,1,1,"FAIL TO YIELD AT STOP INTERSECTION","TX4JVN0UVV5O"
14959233,1,1,"FAIL TO DRIVE IN SINGLE LANE","16260029"
14959256,1,1,"FAIL TO CONTROL SPEED  TRC.  545.351","722645"
14959365,1,1,"FAILED TO YIELD ROW PRIVATE DRIVE","00549796"
14959380,1,1,"FAIL TO YIELD ROW TURNING LEFT","TX4K200UFPO5"
14959409,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JU70PINK5"
14959434,1,1,"FAIL TO YIELD ROW","TX4JQH0HGR18"
14959523,1,1,"DRIVING WHILE INTOXICATED 3RD","HC160027673"
14959657,1,1,"FAIL TO DRIVE IN SINGLE LANE","SO-EE905944"
14959712,1,1,"FAIL TO YIELD RIGHT OF WAY","TX4JX90SKKK0"
14959719,1,1,"RECKLESS DRIVING","TX4IWM0UTSDI"
14959757,1,1,"NO DRIVERS LICENSE","S913210"
14959757,1,1,"FAIL TO CONTROL SPEED","913215"
14959757,2,1,"FOLLOWING TOO CLOSELY","S913211"
14959761,1,1,"DRIVING WHILE INTOXICATED","TX4JQ20HFUK6"
14959761,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4JQ20HFUK5"
14959763,1,1,"FAIL TO DRIVE IN A SINGLE LANE (TXTRC 545.060(A))","TX4JWA0JBUKH"
14959785,1,1,"POSS OPEN CONTAINER","EE963787"
14959785,1,1,"NO DRIVERS LICENSE","EE963786"
14959785,1,1,"FAIL TO CONTROL SPEED","EE963786"
14959785,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE963786"
14959935,1,1,"NO SEAT BELT-DRIVER","EE0744446"
14959935,1,1,"NO DRIVERS LICENSE","EE0744446"
14959935,1,1,"DRIVING WHILE LICENSE INVALID","EE0744446"
14959937,1,1,"FAIL TO YIELD ROW - YIELD SIGN","TX4JXC0FULDG"
14959996,1,1,"NO DRIVERS LICENSE","EE0872262"
14960039,1,1,"UNSAFE SPEED, NO DRIVER'S LICENSE","SO-EE960675"
14960236,1,1,"DWI","16-021438"
14960299,1,1,"FAIL TO CONTROL SPEED",""
14960301,1,1,"DISREGARD STOP SIGN","048949"
14960306,1,1,"FAIL TO YIELD-STOP INTERSECTION","G0006767"
14960310,1,1,"FAIL TO YIELD ROW-INTERSECTION","G0006737"
14960312,1,1,"DRIVING WHILE INTOXICATED",""
14960317,1,1,"FAIL TO YIELD ROW TURNING LEFT","E324285"
14960317,2,1,"NO DRIVER LICENSE","E324284"
14960317,2,1,"NO INSURANCE FTMFR","E324284"
14960323,1,1,"FAIL TO CONTROL SPEED","G0006818"
14960329,1,1,"EXITED CONTROLLED ACCESS ROADWAY WHERE PROHIBITED","G0006759"
14960329,1,1,"FAIL TO MAINTAIN SINGLE LANE","G00067"
14960329,1,1,"DISREGARD TRAFFIC CONTROL DEVICE","G0006759"
14960330,1,1,"FAIL TO CONTROL SPEED","GM048598"
14960332,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY-C","050131"
14960332,1,1,"NO DL","050131"
14960384,1,1,"DRIVING WHILE INTOXICATED",""
14960386,1,1,"EVADING ARREST OR DETENTION",""
14960386,1,1,"POSSESSION OF SUBSTANCE IN PENALTY GROUP 1",""
14960391,1,1,"FAIL TO YIELD-STOP INTERSECTION","GM048911"
14960395,2,1,"DRIVING WHILE INTOXICATED",""
14960419,1,1,"FAIL TO CONTROL SPEED","G0006715"
14960428,1,1,"FAIL TO CONTROL SPEED","723150"
14960431,1,1,"FAIL TO YIELD-STOP INTERSECTION","G0006694"
14960431,2,1,"SEATBELT VIOLATION-UNRESTRAINED CHILD<8YO OR <57IN","G0006693"
14960449,1,1,"DRIVING WHILE INTOXICATED-ENHANCED >0.15","16-0362"
14960463,1,1,"UNSAFE CHANGE FROM A DIRECT COURSE","030917"
14960463,1,1,"FAIL TO REMAIN AND REPORT AN ACCIDENT","030917"
14960498,1,1,"DRIVING WHILE INTOXICATED",""
14960499,1,1,"DRIVING WHILE INTOXICATED",""
14960499,2,1,"DRIVING WHILE INTOXICATED",""
14960503,1,1,"IMPROPER RIGHT TURN","GM048910"
14960504,1,1,"DRIVING WHILE INTOXICATED",""
14960515,1,1,"NO DRIVERS LICENSE","B05835"
14960551,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4JT80TCEI9"
14960551,1,1,"FAILED TO YIELD ROW-PRIVATE DRIVEWAY","TX4JT80TCEI9"
14960557,1,1,"TURN LEFT FROM WRONG LANE","TX4K3G0PTW8D"
14960561,1,1,"FAIL TO CONTROL SPEED","TX4JZ60IDZ6B"
14960768,1,1,"FAILED TO CONTROL SPEED","07-001725"
14960791,1,1,"DUTY UPON STRIKING FIXTURE","2016-12632"
14960793,1,1,"DUTY UPON STRIKING UNATTENDED VEHICLE","16-14250"
14960793,1,1,"DWI","16-14250"
14960793,1,1,"DUTY UPON STRIKING FIXTURE","16-14250"
14960878,1,1,"FAILURE TO STOP AND RENDER AID RESULTING IN INJURY","TX4JVA0PINKF"
14960947,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JXC0UVXDP"
14960948,1,1,"FAIL TO CONTROL SPEED",""
14960982,1,1,"DISPLAY EXPIRED  LICENSE PLATES","TX4JZH0IIAWJ"
14960982,2,1,"FAILED TO CONTROL SPEED","TX4JZH0IIAWK"
14960998,1,1,"DUTY ON STRIKING STRUCTURE, FIXTURE, OR HIGHWAY LANDSCAPING","16-000145"
14960998,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","16-000145"
14961000,1,1,"PUBLIC INTOXICATION","848887"
14961069,1,1,"DISREGARD WARNING SIGNS/BARRICADES","TX4JWA0NHPIP"
14961115,1,1,"FAIL TO STOP ACCIDENT FIXTURE","0005254"
14961131,1,1,"DWI 1ST OFFENSE: OPEN CONTAINER","TX4K000UTQ0I"
14961236,1,1,"UNSAFE LANE CHANGE","77567"
14961285,1,1,"UNSAFE SPEED","TX4JZ70YCG5X"
14961290,1,1,"FAIL TO YIELD ROW- TURNING LEFT","E030713"
14961327,1,1,"FAIL TO YIELD-STOP INTERSECTION","10016219"
14961397,1,1,"FAILED TO CONTROL SPEED","TX4K790PFZMK"
14961436,1,1,"DWI 1ST OFFENSE","TX4JR20UXT5R"
14961445,1,1,"UNSAFE SPEED","TX4JS20UXT5U"
14961524,1,1,"FAIL TO CONTROL SPEED","TX4JZI0PHBGJ"
14961694,1,1,"FOLLOWING TOO CLOSELY","SO-EE745747"
14961776,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4JZ70YATPS"
14961989,1,1,"FAIL TO MAINTAIN SINGLE LANE","TX4JXJ0SEFCE"
14962009,3,1,"CHANGED LANES UNSAFE","TX4K9B0SNN20"
14962160,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4JSF0UPLVT"
14962222,1,1,"DISREGARD OFFICIAL TRAFFIC CONTROL DEVICE",""
14962262,1,1,"CHANGED LANE WHEN UNSAFE","EE0154085"
14962418,1,1,"FAIL TO DRIVE ON SINGLE LANE","TX4JZGONBJS2"
14962418,1,1,"NO DRIVER LICENSE","TX4JABONVJBB"
14962566,3,1,"DRIVING WHILE LICENSE INVALID/SUSPENDED","T-00694"
14962566,3,1,"DRIVING WHILE INTOXICATED 3RD OR MORE",""
14962590,1,1,"RAN RED LIGHT","T100868"
14962611,1,1,"UNSAFE BACKING","10016269"
14962615,1,1,"FAIL TO CONTROL SPEED","10021502"
14962617,1,1,"DRIVING WHILE LICENSE INVALID M/C","10021054"
14962617,1,1,"FAIL TO YIELD ROW-PRIVATE ROAD OR DRIVEWAY M/C","10021054"
14962618,1,1,"FAIL TO CONTROL SPEED","10016173"
14962636,1,1,"CHANGED LANE WHEN UNSAFE","030915"
14962636,1,1,"FAIL TO REMAIN AND REPORT AN ACCIDENT","030915"
14962678,1,1,"FAIL TO CONTROL SPEED","026231A"
14962681,1,1,"DRIVING WHILE INTOXICATED MB","FJ037628"
14962687,1,1,"STRIKING FIXED OBJECT","16-47201"
14962687,1,1,"FAILE TO MAINTAIN SINGLE LANE","16-47201"
14962687,1,1,"FLED THE SCENE OF THE ACCIDENT","16-47201"
14962687,1,1,"FAIL TO REPORT ACCIDENT, FAILED TO LEAVE INFO","16-47201"
14962695,1,1,"FAIL TO DRIVE IN SINGLE MARKED LANE","025303A"
14962697,1,1,"FAIL TO CONTROL SPEED","025466A"
14962702,1,1,"UNSAFE LANE CHANGE","038714"
14962702,2,1,"FALSE REPORT TO POLICE OFFICER",""
14962702,2,1,"FAIL TO IDENTIFY FUGITIVE INTENT GIVE FALSE INFO MA",""
14962705,1,1,"FAIL TO CONTROL SPEED","025399A"
14962712,1,1,"UNSAFE LANE CHANGE","18735A"
14962772,2,1,"NO DRIVER LICENSE","16-75982"
14962772,2,1,"ACCIDENT INVOLVING DAMAGE >$200","16-075982"
14962772,2,1,"NO INSURANCE","16-75982"
14962772,2,1,"DRIVING WHILE INTOXICATED 2ND","16-075982"
14962776,1,1,"POSS CS PG 1<1G","16-01473"
14962776,1,1,"OPEN CONTAINER","16-77215"
14962776,1,1,"DRIVING WHILE INTOXICATED/OPEN ALCOHOL CONTAINER","16-01473"
14962776,1,1,"NO OPERATOR/DRIVERS LICENSE","16-77215"
14962777,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY (INSURANCE)","16-76758"
14962779,2,1,"NO INSURANCE","16-76535"
14962784,1,1,"DRIVING WHILE INTOXICATED","16-00545"
14962784,1,1,"DUTY ON STRIKING FIXED OBJECT","16-00545"
14962788,1,1,"FAIL TO YIELD RIGHT OF WAY","A092956"
14962791,1,1,"NO INSURANCE","AC092753"
14962791,2,1,"NO INSURANCE","AC092754"
14962792,1,1,"FAILED TO CONTROL SPEED","E093094"
14962792,1,1,"NO DRIVERS LICENSE","E093094"
14962808,1,1,"ACCIDENT INVOLVING DAMAGE TO VEHICLE MB",""
14962810,1,1,"IMPROPER LEFT TURN","E19656"
14962811,1,1,"FAIL TO CONTROL SPEED","025330A"
14962816,1,1,"FAIL TO CONTROL SPEED","040376"
14962819,1,1,"FTYROW STOP SIGN","028832A"
14962822,1,1,"FAIL TO CONTROL SPEED","025465A"
14962848,1,1,"DWI 2ND","201601-10"
14962861,2,1,"FAILED TO YIELD RIGHT OF WAY","1077"
14962868,1,1,"FAIL TO CONTROL SPEED","023953"
14962923,1,1,"PUBLIC INTOXICATION",""
14962991,1,1,"171.00-NO DL","A106375"
14963005,1,1,"DUTY ON STRIKING FIXTURES OR HIGHWAY LANDSCAPING","16-01990"
14963169,1,1,"FTYROW TURN LEFT",""
14963207,1,1,"PC 38.04 EVADING ON FOOT","16-10377"
14963207,1,1,"PC 38.04 EVADING IN VEHICLE","16-10377"
14963207,1,1,"TC 550.025-DUTY ON STRIKING  FIXTURE, STRUCTURE, LANDSCAPING","16-10377"
14963207,1,1,"PC 49.04-DRIVING WHILE INTOXICATED","16-10377"
