"CRASH_ID","UNIT_NBR","PRSN_NBR","CHARGE","CITATION_NBR"
15225714,1,1,"FAILED TO YIELD ROW(STOP SIGN)","PD 054502"
15225717,1,1,"FAILURE TO CONTROL SPEED","PD052843"
15225718,1,1,"FAILED TO YIELD ROW- STOP SIGN","057386"
15225727,1,1,"FAILURE TO CONTROL SPEED","SUMMONS"
15225727,1,1,"EXPIRED REGISTRATION","SUMMONS"
15225736,1,1,"DRIVING WHILE LICENSE INVALID","S103794"
15225736,1,1,"EXPIRED DL","S103794"
15225736,1,1,"LEAVING THE SCENE (FIXTURE/LANDSCAPE)","S103794"
15225736,1,1,"FAILED TO CONTROL SPEED","S103794"
15225751,1,1,"FAILED TO YIELD ROW TURNING LEFT","E0041365"
15225758,1,1,"NO OL; FMFR; FAIL YIELD ROW STOP SIGN","KT343520"
15225760,1,1,"FAIL TO YIELD RIGHT OF WAY","01"
15225774,2,1,"NO DL","517815"
15225775,1,1,"DISREGARD STOP SIGN","16880168"
15225779,1,1,"NO OPERATOR LICENSE/FMFR/LANE CHANGE NOT IN SAFETY","KT252514"
15225779,2,1,"NO OPERATOR LICENSE / FMFR","KT330429"
15225795,1,1,"RUN RED LIGHT","E015999"
15225800,2,1,"DRIVING WHILE LICENSE INVALID","M042939"
15225802,1,1,"FAILED TO YEILD ROW-YEILD SIGN","721709"
15225802,2,1,"DWLS","721708"
15225803,1,1,"DISREGARD TRAFFIC CONTROL DEVICE","E046480"
15225804,1,1,"FTYROW TURNING LEFT","725504"
15225821,1,1,"FAIL TO CONTROL SPEED  TRC.  545.351","720624"
15225821,3,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY  TRC. 601.191","720623"
15225821,3,1,"DRIVING WHILE LICENSE INVALID/SUSPENDED  TRC.  521.457","720623"
15225822,1,1,"CHANGING LANES UNSAFELY","T4171932.1"
15225823,1,1,"FAIL TO CONTROL SPEED  TRC.  545.351","726723"
15225825,1,1,"FAIL TO CONTROL SPEED","E331724"
15225833,1,1,"CHANGED LANE WHEN UNSAFE","CIT# EE0170059"
15225833,2,1,"NO DRIVERS LICENSE","CIT# EE0170058"
15225836,1,1,"DISREGARD STOP SIGN (TXTRC 545.151)","TX4NCD0UNW0E"
15225836,1,1,"RIDE, NOT SECURED BY SAFETY BELT-DRIVER (TXTRC 545.413A)","TX4NCD0UNW0E"
15225841,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0167688"
15225843,1,1,"FAIL TO DRIVE IN SINGLE LANE","C5-EE167806"
15225845,1,1,"FTYROW - TURNING LEFT","000744444"
15225848,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE170018"
15225848,1,1,"DRIVING WHILE LICENSE INVALID","EE170018"
15225853,1,1,"FAIL TO CONTROL SPEED  TRC.  545.351","726720"
15225853,2,1,"NO VALID DRIVER'S LICENSE ON DEMAND -2MD OFFENSE  521.025","726721"
15225853,3,1,"NO VALID DRIVER'S LICENSE ON DEMAND -2MD OFFENSE  521.025","728459"
15225856,2,1,"RAN STOP SIGN  TRC.    545.151","724960"
15225856,2,1,"DRIVING WHILE LICENSE INVALID/SUSPENDED  TRC.  521.457","724960"
15225858,1,1,"FAILED TO YIELD ROW TURNING LEFT","TX4NOG0PCDDW"
15225859,1,1,"FAILED TO YIELD ROW AT STOP INTERSECTION","TX4NPH0UFIQY"
15225864,1,1,"FAIL TO CONTROL SPEED-ACCIDENT","139089727"
15225868,1,1,"FAIL TO CONTROL SPEED","293061"
15225873,1,1,"UNSAFE LANE CHANGE","18-939075.1"
15225873,1,1,"NO DRIVER LICENSE","18-939075.2"
15225881,1,1,"DRIVING WHILE INTOXICATED","1607050013"
15225892,1,1,"FAIL TO CONTROL SPEED","16250169"
15225897,1,1,"FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","E015995"
15225920,1,1,"FAIL TO STOP AT RED LIGHT/DESIGNATED PLACE (LINE)","E169218"
15225920,1,1,"FAIL TO DISPLAY DRIVERS LICENSE","E169218"
15225920,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","E169218"
15225926,1,1,"FAIL TO COMPLY HIT UNATTENDED MOTOR VEHICLE","E013820"
15225926,1,1,"FAIL TO ALTER COURSE WITH SAFETY","E013820"
15225929,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX4NRA0EFO27"
15225929,1,1,"FAIL TO CONTROL SPEED","TX4NRA0EFO27"
15225932,1,1,"FAIL TO CONTROL SPEED","049451"
15225932,1,1,"DRIVING WHILE LICENSE SUSPENDED/INVALID","049451"
15225934,1,1,"ACCIDENT CAUSES DAMAGE","06016313"
15225935,1,1,"FAILURE TO STOP GIVE INFO",""
15225935,1,1,"FAILURE TO STOP GIVE INFO",""
15225949,1,1,"NOL","M089310"
15225950,1,1,"FAIL TO CONTROL SPEED","00680523"
15225959,1,1,"DWI 3RD OR MORE","TX401IOSDVRW"
15225963,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","041977"
15225970,1,1,"DRIVING WHILE INTOXICATED-1ST","TX4O030SGBNK"
15225974,1,1,"FTYROW STOP INTERSECTION","654926"
15225977,1,1,"FAILED TO ALTER COURSE WITH SAFETY","E000694"
15225988,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-680227"
15225989,3,1,"FAIL TO CONTROL SPEED","TX4NZ70PHH1T"
15225990,1,1,"FAIL TO ALTER COURSE WITH SAFETY","E018719"
15225990,1,1,"FAIL TO COMPLY - HIT UNATTENDED VEHICLE","E018719"
15225991,1,1,"CHANGE LANE WHEN UNSAFE","TX4NYE0PYR6J"
15225997,1,1,"DRIVING WHILE INTOXICATED","161901506"
15226001,1,1,"FTMACD","15329694"
15226001,2,1,"FTMACD","15329695"
15226019,1,1,"DRIVING WHILE INTOXICATED",""
15226024,1,1,"FAIL TO DRIVE IN SINGLE LANE","C4-EE245974"
15226033,2,1,"NO DRIVER'S LICENSE","005107"
15226038,1,1,"FAILED TO SIGNAL LEFT TURN","005042"
15226039,1,1,"DRIVING WHILE INTOXICATED","TX4NT20PIFRE"
15226039,1,1,"EVADING ARREST IN MOTOR VEHICLE","ECTOR COUNTY"
15226043,1,1,"DRIVING WHILE INTOXICATED","TX4NQB0UUKUU"
15226050,2,1,"TC 521.021-DRIVING WITHOUT A DRIVERS LICENSE","E0119353"
15226060,2,1,"DWI",""
15226063,1,1,"FAIL YEILD ROW TURNING LEFT","15332017"
15226065,1,1,"FAIL TO MAINTAIN ASSURE CLEAR DISTANCE","14174455"
15226068,1,1,"DRIVING WHILE INTOXICATED","162021468"
15226072,1,1,"FAILED TO YEILD INTERSECTON","15551535"
15226080,1,1,"FTYROW/INTERSECTION TURNING LEFT","18-970133"
15226082,1,1,"FAIL TO CONTROL SPEED","TX4NPI0UUONN"
15226083,1,1,"DRIVING WHILE INTOXICATED 1 PRIOR",""
15226088,1,1,"CUT CORNER, LEFT TURN","TX4O0F0UJXES"
15226090,1,1,"RAN RED LIGHT","15378053"
15226094,1,1,"CHANGED LANE WHEN UNSAFE","EE1010185"
15226094,2,1,"NO INSURANCE","EE1010183"
15226095,1,1,"RAN RED LIGHT","15318524"
15226098,1,1,"FAILED TO MAINTAIN ASSURED CLEAR DISTANCE","15210617"
15226102,1,1,"FAIL TO MAINTAIN ASSURED CLEAR DISTANCE","15274597"
15226102,2,1,"NO DL","15274598"
15226103,1,1,"FTMACD","15024738"
15226103,2,1,"NO DL","15024739"
15226110,1,1,"NO DRIVERS LICENSE","15197180"
15226110,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","15197180"
15226110,1,1,"FOLLOWING TOO CLOSELY - COLLISION","15197180"
15226110,2,1,"NO DRIVERS LICENSE","15197181"
15226119,1,1,"FAIL TO YIELD ROW","TX4NZL0DAP8U"
15226120,1,1,"FAIL TO YIELD ROW","TX4NYI0DAP80"
15226125,1,1,"FAILED TO YIELD ROW-STOP SIGN-ACC","138362962"
15226125,2,1,"NO DRIVER LICENSE","138362953"
15226136,1,1,"FAILED TO CONTROL SPEED","TX4NVH0UGVLP"
15226140,1,1,"FAIL TO CONTROL SPEED","13-002877"
15226152,1,1,"FAILED TO CONTROL SPEED","03-002833"
15226160,1,1,"FAIL TO CONTROL SPEED","12-002639"
15226160,2,1,"NO DRIVER'S LICENSE","07-002175"
15226169,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NUH0MYOAI"
15226172,1,1,"DRIVING WHILE LICENSE INVALID","TX4NW20MYOB4"
15226172,1,1,"DRIVING WHILE INTOXICATED 3RD OR MORE","TX4NW20MYOB5"
15226173,1,1,"NO INSURANCE","2016-640309"
15226173,3,1,"NO DRIVER LICENSE","640308"
15226180,1,1,"LTS COLLISION","161831729"
15226181,1,1,"LTS COLLISION","161890210"
15226182,1,1,"NOL","KT269815"
15226183,1,1,"NO MOTORCYCLE ENDORSEMENT","161901571"
15226183,1,1,"DRIVING ON IMPROVED LEFT SHOULDER","161901571"
15226188,1,1,"RAN STOP SIGN","15213106"
15226196,1,1,"FAILED TO YEILD PRIVATE DRIVE","15551538"
15226198,1,1,"FAIL TO YIELD RIGHT OF WAY FROM YIELD SIGN","15032762"
15226214,1,1,"NO DRIVERS LICENSE","TX4NUB0PQJDI"
15226214,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4NUB0PQJDI"
15226220,1,1,"DISREGARD STOP SIGN","TX4NVG0UYDEQ"
15226221,2,1,"TURNED WHEN UNSAFE","TX4NVEOUQJ66"
15226225,1,1,"FAIL TO DRIVE IN SINGLE LANE","TX4O100IJSPQ"
15226226,1,1,"RAN RED LIGHT","00298800"
15226230,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY",""
15226232,1,1,"FAIL TO DRIVE IN A SINGLE LANE","TX4NHF0UTGVX"
15226235,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-721491"
15226243,1,1,"HIT & RUN","TC. 550.022"
15226254,1,1,"FAILED TO MAINTAIN ASSURED CLEAR DISTANCE","14198653"
15226255,1,1,"FAILED TO MAINTAIN ASSURED CLEAR DISTANCE","15032763"
15226255,1,1,"EXPIRED VEHICLE REGISTRATION","15032764"
15226260,1,1,"FAIL TO MAINTAIN ASSURED CLEAR DISTANCE","15334095"
15226263,1,1,"FTMACD","15024740"
15226264,1,1,"NO DL, FAILED TO MAINTAIN AN ASSURED CLEAR DISTANCE","15021640"
15226264,2,1,"NO DL","15013178"
15226269,1,1,"UNSAFE SPEED",""
15226274,1,1,"FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE","15297088"
15226275,1,1,"PASSING IN NO PASSING ZONE","14129691"
15226275,2,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","15272650"
15226283,1,1,"DRIVING WHILE INTOXICATED","TX4NL0UGVM4"
15226287,1,1,"UNSAFE SPEED","TX4NV70UTGW5"
15226292,1,1,"EXPIRED REGISTRATION","641128"
15226295,1,1,"DISREGARD NO PASSING ZONE","TX4NUFOPRJAY"
15226303,1,1,"NO CHARGE",""
15226303,2,1,"NO CHARGE",""
15226304,1,1,"DWI",""
15226308,1,1,"FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE","14195408"
15226312,1,1,"FTMACD/EXP REG","13877255"
15226314,1,1,"RAN RED LIGHT","15254628"
15226317,1,1,"NMV - FAILURE TO YIELD - LEFT TURN","15261322"
15226319,1,1,"DRIVING WHILE LICENSE INVALID","15261655"
15226319,1,1,"FAILED TO MAINTAIN ASSURED CLEAR DISTANCE","15261655"
15226319,1,1,"FAILED TO MAINTAIN FINANCIAL RESPONSIBILITY","15261655"
15226335,1,1,"FAIL TO CONTROL SPEED","TX4O260UDJ8Q"
15226337,1,1,"BACK SO AS TO INTERFERE OR WITHOUT SAFETY","TX4NOE0UJW9N"
15226337,3,1,"VEHICLE DL RESTRICTION","TX4NOE0UJW90"
15226339,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","C19-077448"
15226342,1,1,"FAILURE TO CONTROL SPEED.","139030017"
15226357,1,1,"DRIVING WHILE INTOXICATED- 1ST","TX402A0FVFL0"
15226357,2,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","TX40280FVFLL"
15226368,1,1,"DRIVING WHILE INTOXICATED","162050657"
15226371,1,1,"FAILURE TO MAINTAIN ASSURED CLEAR DISTANCE","14196689"
15226374,1,1,"UNSAFE LANE CHANGE","15239835"
15226381,1,1,"DWI",""
15226384,1,1,"DRIVING WHILELICENSE SUSPENDED","S951320"
15226384,1,1,"FAILED TO YIELD ROW RED LIGHT","S951320"
15226387,1,1,"DRIVING WHILE INTOXICATED","TX4NS00FUD66"
15226389,1,1,"FAIL TO CONTROL SPEED","TX4NPG0UEBX0"
15226389,1,1,"DISPLAY EXPIRED LICENSE PLATES","TX4NPG0UEBX0"
15226392,1,1,"DISREGARD STOP SIGN","TX4NXM0UENDN"
15226394,1,1,"FAILURE TO CONTROL SPEED","206198"
15226394,3,1,"NO DRIVERS LICENSE","206199"
15226396,2,1,"OPERATE ATV ON ROADWAY","TX4O040UENEQ"
15226396,2,1,"DRIVING WHILE INTOXICATED - BAC OVER 0.15","TX4PGC0UENLK"
15226396,2,1,"DRIVING WHILE LICENSE INVALID - WITHOUT INSURANCE","TX4PGC0UENLK"
15226400,1,1,"FAIL TO CONTROL SPEED","TX4NY60UBK8O"
15226400,1,1,"DRIVING WHILE LICENSE INVALID","TX4NY60UBK8O"
15226404,1,1,"CHANGED LANE WHEN UNSAFE","SO-EE1033658"
15226410,1,1,"EXPIRED DRIVER LICENSE","TX401L0UPS3P"
15226411,1,1,"FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY","C21-6915730001"
15226411,1,1,"EXPIRED TEXAS DRIVER LICENSE","C21-6915730001"
15226413,1,1,"TC 521.021-DRIVING WITHOUT A DRIVERS LICENSE","2016-36362"
15226413,1,1,"PC 49.04-DRIVING WHILE INTOXICATED","2016-36362"
15226417,1,1,"NO DRIVERS LICENSE WHEN UNLICENSED","TX40190SROEV"
15226419,1,1,"FAIL TO STOP AND GIVE INFORMATION","DA LOG #2274052"
15226422,1,1,"CHANGING LANES WHEN UNSAFE (ACC)","139203644"
15226422,2,1,"EXPIRED DRIVER'S LICENSE","139058236"
15226441,1,1,"NO DRIVER LICENSE WHEN UNLICENSED (TXTRC 521.021)","TX4O090UMHSM"
15226469,2,1,"DRIVING WHILE INTOXICATED","16-006904"
15226471,3,1,"FAIL TO PASS TO RIGHT SAFELY","TX4NZA0UMJRB"
15226481,1,1,"DRIVING WHILE INTOXICATED 1ST","TX402O0UGWLL"
15226481,1,1,"EXPIRED LICENSE PLATE","TX402O0UGWLM"
15226481,1,1,"UNSAFE SPEED","TX402O0UGWLM"
15226489,1,1,"CHANGE LANE WHEN UNSAFE","TX4NZ90SNNBQ"
15226491,1,1,"UNSAFE SPEED","TX4NU70SFM2E"
15226505,1,1,"RECKLESS DRIVING","20161516"
15226508,1,1,"NO VALID TEXAS DRIVER LICENSE","C21-668572"
15226510,1,1,"FAIL TO PASS TO LEFT SAFELY","EE1010141"
15226516,3,1,"FAIL TO CONTROL SPEED","TX4NXJ0SHEGK"
15226519,1,1,"FAIL TO CONTROL SPEED","TX4NXF0SDECS"
15226522,1,1,"VIOLATE DL RESTRICTION B","TX4NP50NXTWY"
15226522,1,1,"NO INSURANCE","TX4NP50NXTWY"
15226527,1,1,"FAIL TO STOP PROPER PLACE/NOT INTERSECT","EE0946619"
15226527,1,1,"NO DRIVERS LICENSE","EE0946619"
15226528,1,1,"VIOLATE DRIVERS LICENSE RESTRICTION","EE1039252"
15226528,1,1,"FOLLOWING TOO CLOSELY","EE1039252"
15226531,1,1,"FAIL TO GIVE HALF OF THE ROADWAY","TX4NVK0YANMB"
15226534,1,1,"DRIVING WHILE INTOXICATED-2ND OFFENSE","TX4NSJ0PSO25"
15226535,2,1,"FAILURE TO CONTROL SPEED","137449"
15226539,1,1,"PC 49.04 DRIVING WHILE INTOXICATED",""
15226539,1,1,"DWLI","N005830201"
15226539,1,1,"FAIL TO CONTROL SPEED","N005830202"
15226543,1,1,"UNREGISTERED VEHICLE","18940676"
15226543,1,1,"FAIL TO CONTROL SPEED","18940676"
15226548,1,1,"RAN RED LIGHT","KT333972"
15226552,1,1,"DRIVING WHILE INTOXICATED","HC16117429"
15226554,2,1,"CHANGE LANES WHEN UNSAFE","E0068983"
15226564,1,1,"FAILED TO YIELD RIGHT OF WAY","62852"
15226575,1,1,"FAIL TO STOP DESIGNATED POINT/YLD SIGN","SO-EE865656"
15226575,2,1,"NO DRIVERS LICENSE","SO-EE865655"
15226575,2,1,"FAIL TO MAINTAIN PROOF OF FINANCIAL RESPONSIBILITY","SO-EE865655"
15226577,1,1,"DRIVING WHILE LICENSE INVALID","590551"
15226577,1,1,"FAIL TO CONTROL SPEED","590551"
15226582,1,1,"FAIL TO CONTROL SPEED","EE1037809"
15226587,2,1,"DISREGUARD TRAFFIC CONTROL DEVISE ( RAN STOP SIGN)","0000"
15226589,1,1,"FAIL TO CONTROL SPEED","E0008234"
15226593,1,1,"CHANGED LANE WHEN UNSAFE","EE934042"
15226593,1,1,"FAIL TO CONTROL SPEED","EE934042"
15226596,1,1,"FAILED TO CONTROL SPEED","353595"
15226600,1,1,"FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY","354454"
15226600,1,1,"NO DRIVER'S LICENSE","354454"
15226600,1,1,"FAILED TO CONTROL SPEED","354454"
15226615,1,1,"FAIL TO CONTROL SPEED","052793"
15226625,1,1,"FAILED TO CONTROL SPEED","TX4NYA0UUCGJ"
15226628,2,1,"FOLLOWING TOO CLOSE","293702"
15226628,2,1,"DRIVING WHILE INTOXICATED","16-0700828"
15226629,1,1,"DRIVING UNDER THE INFLUENCE - MINOR","TX4NS40SLQ1C"
15226652,1,1,"FAIL TO YLD ROW-TURNING LFT","EE0988543"
15226652,1,1,"NO DRIVERS LICENSE","EE0988543"
15226652,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0988543"
15226652,1,1,"FAIL TO YLD ROW-TURNING LFT","EE0988543"
15226652,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0988543"
15226652,1,1,"NO DRIVERS LICENSE","EE0988543"
15226652,2,1,"NO DRIVERS LICENSE","EE0988544"
15226652,2,1,"NO DRIVERS LICENSE","EE0988544"
15226656,1,1,"NO DL OR EXPIRED","18-927610"
15226656,1,1,"LEAVING THE SCENE OF AN ACCIDENT","18-927610"
15226656,1,1,"FAILURE TO CONTROL SPEED","18-927610"
15226657,1,1,"FAIL TO CONTROL SPEED","3254815"
15226661,1,1,"FAILED TO CONTROL SPEED","354747"
15226667,1,1,"NOL, BACKIN UNSAFETY","138981875"
15226667,2,1,"NOL","138981884"
15226668,1,1,"FAIL TO CONTROL SPEED","EE1032955"
15226668,2,1,"NO DRIVERS LICENSE","EE1032956"
15226669,1,1,"NOL","138981902"
15226669,2,1,"CHANGE LANES WHEN UNSAFE (ACCIDENT)","138981893"
15226674,1,1,"FAIL TO DRIVE IN SINGLE LANE","SO-EE1010844"
15226679,1,1,"DRIVING WHILE INTOXICATED- 2ND OFFENSE","TX4O0C0NHSC5"
15226679,1,1,"BACK WITHOUT SAFETY","TX4O0C0NHSC5"
15226682,1,1,"FAIL TO MAINTAIN SINGLE LANE","18-927078"
15226692,1,1,"DRIVING WHILE INTOXICATED",""
15226695,1,1,"DRIVING WHILE INTOXICATED","2016-54767"
15226695,1,1,"NO INSURANCE, NO DL","641066"
15226696,1,1,"FAILURE TO CONTROL SPEED/ACCIDENT","138917152"
15226696,1,1,"NO DRIVER LICENSE","138917152"
15226709,1,1,"NONE",""
15226709,1,2,"NONE",""
15226709,2,1,"NONE",""
15226735,2,1,"NO DL","139207652"
15226735,2,1,"RAN RED LIGHT","139207652"
15226737,1,1,"FAIL TO CONTROL SPEED","T000091565"
15226740,1,1,"EXPIRED TEXAS DRIVER LICENSE","C21-453332"
15226741,2,1,"DRIVING WITHOUT  A LICENSE","M092557"
15226747,1,1,"FAILURE TO CONTROL SPEED","83269277"
15226748,1,1,"FAIL TO MAINT FINANCIAL RESPONSIBILITY","EE0064817"
15226748,1,1,"NO DRIVERS LICENSE","EE0064817"
15226751,1,1,"FAIL TO MAINTAIN SINGLE LANE","83269048"
15226752,1,1,"RAN RED LIGHT","EE0070344"
15226754,1,1,"POSSESSION DRUG PARAPHERNALIA",""
15226754,1,1,"THEFT OF A VEHICLE $2,500.00 - $30,000.00",""
15226754,1,1,"POSSESSION MARIJUANA 0 - 2 OUNCES",""
15226754,1,1,"DRIVING WHILE INTOXICATED",""
15226755,1,1,"RAN RED LIGHT","138958635"
15226759,2,1,"DWI/ACCIDENT",""
15226774,1,1,"UNSAFE SPEED","TX4NPG0YCPUN"
15226775,1,1,"CHANGED LANES WHEN UNSAFE","3254823"
15226776,1,1,"DRIVING WHILE INTOXICATED","SAPD16158595"
15226780,1,1,"FAIL CONTROL SPEED","M31024676"
15226784,1,1,"UNSAFE LANE CHANGE","E1276014"
15226796,1,1,"UNSAFE SPEED","A0014544"
15226804,1,1,"CHANGED LANE WHEN UNSAFE","A0013851"
15226805,1,1,"NO/EXP OPERATOR'S LICENSE","A0013852"
15226810,1,1,"FAIL TO YIELD ROW - 1 INJURY","AT10362159"
15226812,1,1,"FAILED TO CONTROL SPEED","A0013846"
15226813,1,1,"UNSAFE SPEED","TX4NYJ0PWQWF"
15226817,1,1,"DWI FIRST OFFENSE OPEN CONTAINER","TX4NO00HQA32"
15226820,1,1,"NOL","18-962262"
15226820,1,1,"FAIL TO  CONTROL SPEED","18-962262"
15226822,1,1,"ACCIDENT INVOLVING DAMAGE TO VEHICLE",""
15226837,1,1,"NO DRIVER LICENSE WHEN UNLICENSED","TX4NT90FIX2R"
15226837,1,1,"FAIL TO MAINTAIN FINANCIAL RESPNSIBILITY","TX4NT90FIX2R"
15226841,1,1,"TURNED WHEN UNSAFE","TX4NWD0S0G8F"
15226842,1,1,"FAIL TO GIVE INFORMATION","TX4NY70THD5B"
15226844,1,1,"FAILURE TO CONTROL SPEED","TX4NY60TAHVL"
15226846,1,1,"FAILURE TO CONTROL SPEED CAUSING ACCIDENT","18-951198"
15226853,1,1,"DWI 3RD OR MORE","TX4NQ20HRL49"
15226859,1,1,"RAN STOP SIGN",""
15226871,1,1,"CHANGING LANES NOT IN SAFETY-LEFT","139033045"
15226871,1,1,"NO DIVER LICENSE","139033045"
15226872,2,1,"NO DRIVERS LICENSE","EE0238495"
15226872,2,1,"OPERATE VEH W/OUT LICENSE PLATE OR REG","EE0238495"
15226872,2,1,"UNSAFE/IMPROPER TURN","EE0238495"
15226876,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-721442"
15226876,2,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-721443"
15226876,3,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-654036"
15226879,1,1,"DWI",""
15226881,1,1,"FAIL TO CONTROL SPEED TO AVOID A COLLISION","TX4NTJ0HQA3X"
15226884,1,1,"FAIL TO DRIVE IN SINGLE LANE","EE0238497"
15226895,1,1,"EXPIRED TEXAS DRIVER LICENSE","C21-670580"
15226895,2,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-722021"
15226903,1,1,"FAIL TO YLD ROW/CHANGING LANES","EE219141"
15226915,1,1,"UNSAFE BACKING","AP10534"
15226915,1,1,"DRIVING WHILE LICENSE SUSPENDED","AP10534"
15226915,2,1,"DRIVING WHILE LICENSE SUSPENDED","AP10535"
15226919,1,1,"DRIVING WHILE INTOXICATED >.15",""
15226923,1,1,"FAIL TO CONTROL SPEED","EE0241907"
15226926,2,1,"NO DRIVERS LICENSE","EE0236613"
15226929,2,1,"FAIL TO YLD ROW TURNING LEFT","EE0236019"
15226951,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","125528"
15226951,1,1,"NO OPERATORS LICENSE","125528"
15226951,1,1,"UNSAFE SPEED","125528"
15226960,1,1,"FAIL TO CONTROL SPEED","S947056"
15226960,2,1,"FAIL TO CONTROL SPEED","S947057"
15226960,2,1,"NO FRONT LICENSE PLATE","S947057"
15226965,1,1,"FAIL TO MAINTAIN SINGLE LANE","TX4NYH0YDQP4"
15226971,2,1,"DRIVING WHILE INTOXICATED",""
15226987,1,1,"FAIL TO CONTROL SPEED","445988"
15226994,1,1,"FAILED TO CONTROL SPEED","351575"
15227001,1,1,"DRIVING WHILE INTOXICATED","950319-16"
15227005,1,1,"POSS W/INTENT",""
15227009,1,1,"DRIVING WHILE LICENSE INVALID","242178"
15227011,1,1,"FAILED TO MAINTAIN SINGLE LANE (ACC)","138961557"
15227015,1,1,"FMFR","008453400"
15227015,1,1,"DWI","160039363"
15227019,1,1,"FSGI",""
15227023,1,1,"NO DRIVERS LICENSE","242476"
15227026,1,1,"RAN RED LIGHT(ACC)","138872851"
15227026,1,1,"NO DRIVERS LICENSE","138872851"
15227037,1,1,"FAILURE TO STOP AND PROVIDE INFORMATION",""
15227037,1,1,"DWI .15 OR HIGHER",""
15227051,1,1,"FAIL TO CONTROL SPEED","E0074820"
15227052,1,1,"FAIL TO CONTROL SPEED","E0074821"
15227069,1,1,"DWI","SAPD16159447"
15227074,1,1,"DWI 1ST",""
15227079,1,1,"DRIVING WHILE INTOXICATED",""
15227080,1,1,"DWI","160721003"
15227082,1,1,"DRIVING WHILE INTOXICATED",""
15227084,1,1,"DRIVING WHILE INTOXICATED 2ND","160721051"
15227084,1,1,"FAIL TO CONTROL SPEED","L135111"
15227084,1,1,"NO DRIVERS LICENSE","L135112"
15227086,3,1,"FAIL TO YRO-STOP SIGN","139245732"
15227086,3,1,"FAIL TO PRESENT A DL","139245732"
15227088,1,1,"FAILURE TO YEILD RIGHT OF WAY","949991"
15227092,1,1,"FAIL TO MAINTAIN SAFE ASSURED CLEAR DISTANCE","PD31281"
15227092,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","PD31281"
15227093,1,1,"DWI",""
15227098,1,1,"FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE","M31245349"
15227098,1,1,"FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE","M31245349"
15227098,1,1,"FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY","M31245349"
15227100,3,1,"FAIL TO CONTROL SPEED","M312285267"
15227101,1,1,"FAILED TO CONTROL SPEED","M31248443"
15227102,1,1,"FAILURE TO CONTROL SPEED - ACCIDENT","M31283208"
15227102,3,1,"FAILURE TO CONTROL SPEED - ACCIDENT","M31283209"
15227102,4,1,"FAILURE TO CONTROL SPEED - ACCIDENT","M31283210"
15227105,1,1,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY","10242834"
15227108,1,1,"FAILED TO MAITAIN SINGLE LANE","S923318"
15227109,1,1,"NO DRIVERS LICENSE",""
15227112,1,1,"NONE","NONE"
15227112,2,1,"NON","NONE"
15227112,3,1,"NONE","NONE"
15227113,2,1,"DRIVING WHILE INTOXICATED","16-117092"
15227117,1,1,"NONE","NONE"
15227137,1,1,"DRIVING WHILE LICENSE INVALID","EE0070777"
15227137,1,1,"FAILURE TO CONTROL SPEED","EE0070777"
15227142,1,1,"RECKLESS DRIVING",""
15227144,1,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-732332"
15227144,2,1,"NO VALID TEXAS DRIVER'S LICENSE","C21-732331"
15227150,1,1,"EXPIRED TEXAS DRIVER LICENSE","C21-708615"
15227157,4,1,"FAIL TO CONTROL SPEED","TX4NPH0NHFT7"
15227159,1,1,"FAIL TO CONTROLSPEED","138530621"
15227159,1,1,"NO DRIVERS LICENSE","13850621"
15227159,2,1,"NO DRIVERS LICENSE","138530637"
